STATION_NAME,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPC,HOURLYDewPointTempC,HOURLYWindSpeed,HOURLYWindDirection,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/17/2015 21:53,FM-15,CLR:00,10,23.3,19.8,17.8,5,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/17/2015 22:53,FM-15,CLR:00,10,22.8,19.3,17.2,3,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/17/2015 23:53,FM-15,CLR:00,10,22.8,19.3,17.2,6,VRB,86,70,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/17/2015 23:59,SOD,,,,,,,,86,70,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 0:53,FM-15,CLR:00,10,22.8,19.3,17.2,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 1:53,FM-15,CLR:00,10,22.2,18.8,16.7,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 2:53,FM-15,CLR:00,10,22.2,18.8,16.7,3,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 3:53,FM-15,CLR:00,10,21.7,18.5,16.7,3,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 4:53,FM-15,CLR:00,10,21.7,18.5,16.7,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 5:33,FM-16,FEW:02 3,10,21,18.6,17,3,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 5:53,FM-15,CLR:00,10,21.1,18.6,17.2,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 6:53,FM-15,CLR:00,10,22.2,19,17.2,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 7:53,FM-15,CLR:00,10,25,20.7,17.8,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 8:53,FM-15,CLR:00,10,26.7,21.4,17.2,11,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 9:53,FM-15,BKN:07 38,10,27.8,22.3,17.8,10,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 10:53,FM-15,CLR:00,10,28.3,22.6,17.2,11,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 11:53,FM-15,FEW:02 41,10,28.9,23,17.2,11,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 12:53,FM-15,FEW:02 42,10,28.9,22.9,16.7,11,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 13:53,FM-15,SCT:04 44,10,28.9,22.9,16.7,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 14:53,FM-15,FEW:02 46,10,28.3,22.4,16.1,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 15:53,FM-15,CLR:00,10,28.3,22.4,16.1,10,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 16:53,FM-15,SCT:04 43,10,26.7,21.1,15.6,11,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 17:14,FM-16,SCT:04 2 BKN:07 43,10,27,21.6,16,10,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 17:53,FM-15,FEW:02 43,10,26.1,20.7,15.6,10,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 18:53,FM-15,CLR:00,10,24.4,19.8,16.1,7,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 19:53,FM-15,CLR:00,10,23.9,19.6,16.7,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 20:53,FM-15,CLR:00,10,23.3,19.6,17.2,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 21:53,FM-15,CLR:00,10,23.9,19.6,16.7,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 22:53,FM-15,CLR:00,10,23.3,19.6,17.2,8,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 23:53,FM-15,CLR:00,10,23.3,19.1,16.1,8,90,85,70,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/18/2015 23:59,SOD,,,,,,,,85,70,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 0:53,FM-15,CLR:00,10,23.3,19.3,16.7,7,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 1:53,FM-15,CLR:00,10,23.3,19.3,16.7,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 2:53,FM-15,FEW:02 40,10,22.8,19.3,17.2,9,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 3:53,FM-15,FEW:02 45 BKN:07 60,10,22.8,19.3,17.2,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 4:53,FM-15,CLR:00,10,22.8,19.1,16.7,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 5:53,FM-15,CLR:00,10,22.2,18.8,16.7,5,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 6:53,FM-15,SCT:04 60,10,22.8,19.1,16.7,5,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 7:53,FM-15,SCT:04 42 SCT:04 65,10,24.4,20.2,17.2,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 8:16,FM-16,FEW:02 10 SCT:04 42 BKN:07 60,10,25,20.7,18,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 8:36,FM-16,FEW:02 2,10,26,21.1,17,10,90,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 8:53,FM-15,CLR:00,10,25.6,20.8,17.2,7,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 9:53,FM-15,FEW:02 30 SCT:04 48 BKN:07 70,10,26.7,21.6,17.8,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 10:53,FM-15,BKN:07 70,10,27.8,22.1,16.7,14,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 11:53,FM-15,FEW:02 40,10,27.8,21.8,15,7,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 12:53,FM-15,BKN:07 47 BKN:07 55,10,27.2,21.4,15,9,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 13:53,FM-15,FEW:02 55,10,27.8,21.9,15.6,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 14:53,FM-15,FEW:02 43,10,27.8,21.8,15,15,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 15:14,FM-16,FEW:02 2 SCT:04 43,10,28,21.8,15,11,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 15:53,FM-15,FEW:02 41,10,27.2,21.5,15.6,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 16:53,FM-15,FEW:02 38,10,26.1,20.8,16.1,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 17:53,FM-15,CLR:00,10,25,19.9,15.6,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 18:53,FM-15,FEW:02 14 SCT:04 44,10,23.9,19.4,16.1,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 19:53,FM-15,FEW:02 32 BKN:07 60,10,23.9,19.6,16.7,7,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 20:53,FM-15,BKN:07 60,10,23.3,19.6,17.2,10,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 21:53,FM-15,BKN:07 60,10,23.3,19.3,16.7,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 22:53,FM-15,CLR:00,10,22.8,18.8,16.1,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 23:53,FM-15,BKN:07 60,10,22.8,18.8,16.1,7,70,84,72,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/19/2015 23:59,SOD,,,,,,,,84,72,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 0:53,FM-15,CLR:00,10,22.8,18.6,15.6,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 1:53,FM-15,CLR:00,10,22.2,18.3,15.6,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 2:53,FM-15,SCT:04 60,10,22.2,18.5,16.1,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 3:53,FM-15,SCT:04 60,10,22.2,18.5,16.1,8,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 4:53,FM-15,CLR:00,10,22.2,18.5,16.1,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 5:53,FM-15,FEW:02 60,10,22.2,18.3,15.6,6,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 6:53,FM-15,BKN:07 60,10,23.3,18.9,15.6,7,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 7:53,FM-15,CLR:00,10,25,19.7,14.4,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 8:53,FM-15,CLR:00,10,25.6,20,13.9,10,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 9:53,FM-15,FEW:02 60,10,27.2,21.3,14.4,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 10:53,FM-15,SCT:04 44,10,26.7,21.2,16.1,10,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 11:53,FM-15,BKN:07 38 OVC:08 50,10,25.6,20.6,16.7,11,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 12:53,FM-15,BKN:07 35 OVC:08 48,10,25.6,20.6,16.7,7,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 12:56,FM-16,BKN:07 35 OVC:08 45,10,26,21.1,17,7,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 13:53,FM-15,SCT:04 31 SCT:04 38 BKN:07 48,10,26.1,21.1,17.2,13,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 14:51,FM-16,FEW:02 10 BKN:07 35,10,26,21.1,17,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 14:53,FM-15,BKN:07 35 BKN:07 42,10,26.7,21.4,17.2,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 15:53,FM-15,FEW:02 39 BKN:07 60,10,27.2,21.5,15.6,9,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 16:53,FM-15,CLR:00,10,26.7,21,15,13,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 17:53,FM-15,CLR:00,10,25.6,20.2,15,14,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 18:53,FM-15,CLR:00,10,23.9,19.3,15.6,10,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 19:53,FM-15,CLR:00,10,23.3,19.1,16.1,5,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 20:53,FM-15,SCT:04 65,10,23.3,19.3,16.7,7,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 21:53,FM-15,BKN:07 60 BKN:07 70,10,23.3,19.3,16.7,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 22:53,FM-15,CLR:00,10,22.8,19.1,16.7,6,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 23:53,FM-15,SCT:04 70,10,22.2,19.3,17.8,6,VRB,83,72,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/20/2015 23:59,SOD,,,,,,,,83,72,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 0:53,FM-15,SCT:04 65,10,22.2,19,17.2,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 1:53,FM-15,SCT:04 60 BKN:07 70,10,22.2,18.8,16.7,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 2:53,FM-15,BKN:07 60,10,22.2,18.8,16.7,6,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 3:53,FM-15,BKN:07 60,10,22.2,18.8,16.7,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 4:53,FM-15,BKN:07 70,10,22.2,19,17.2,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 5:53,FM-15,CLR:00,10,21.7,18.8,17.2,5,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 6:53,FM-15,CLR:00,10,22.2,19,17.2,6,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 7:53,FM-15,CLR:00,10,23.9,20.3,18.3,5,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 8:53,FM-15,CLR:00,10,26.1,21.1,17.2,11,90,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 9:53,FM-15,CLR:00,10,27.8,22,16.1,9,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 10:53,FM-15,CLR:00,10,28.3,22.5,16.7,11,110,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 11:53,FM-15,FEW:02 43,10,28.3,22.6,17.2,11,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 12:53,FM-15,FEW:02 43 SCT:04 50 BKN:07 80,10,28.3,22.5,16.7,9,100,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 13:53,FM-15,BKN:07 43 BKN:07 80,10,26.7,22,18.9,10,110,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 14:29,FM-16,FEW:02 4 SCT:04 50 BKN:07 80,10,28,22.6,19,11,120,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 14:53,FM-15,FEW:02 40 BKN:07 80,10,27.2,22.3,18.9,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 15:53,FM-15,BKN:07 80,10,27.2,22.3,18.9,9,120,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 16:53,FM-15,FEW:02 39,10,27.2,21.8,17.2,9,90,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 17:53,FM-15,BKN:07 33 BKN:07 49,10,25.6,21.2,18.3,10,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 18:15,FM-16,FEW:02 2,10,26,21.1,17,7,80,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 18:53,FM-15,FEW:02 32,10,24.4,20.1,17.2,6,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 19:53,FM-15,FEW:02 29,10,23.3,19.8,17.8,8,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 20:53,FM-15,FEW:02 33 BKN:07 42 OVC:08 85,5,21.7,20.5,20,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 21:53,FM-15,BKN:07 37 BKN:07 47 OVC:08 60,10,21.7,20.8,20.6,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 22:53,FM-15,SCT:04 41 BKN:07 50 OVC:08 80,10,21.1,20.3,20,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 23:53,FM-15,BKN:07 65,10,21.1,20.3,20,0,0,84,70,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/21/2015 23:59,SOD,,,,,,,,84,70,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 0:53,FM-15,CLR:00,10,20.6,19.7,19.4,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 1:53,FM-15,CLR:00,10,20,19.2,18.9,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 2:53,FM-15,CLR:00,10,18.9,18.5,18.3,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 3:53,FM-15,CLR:00,10,18.9,18.5,18.3,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 4:53,FM-15,CLR:00,10,18.9,18.5,18.3,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 5:53,FM-15,CLR:00,10,18.9,18.1,17.8,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 6:53,FM-15,CLR:00,10,20,18.8,18.3,3,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 7:53,FM-15,CLR:00,10,23.9,20.6,18.9,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 8:53,FM-15,CLR:00,10,26.1,21.5,18.3,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 9:53,FM-15,FEW:02 32,10,26.1,21.9,19.4,8,150,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 10:53,FM-15,BKN:07 40 BKN:07 47,10,27.8,23,20,7,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 11:53,FM-15,FEW:02 45,10,30,23.8,17.2,3,VRB,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 12:53,FM-15,FEW:02 47,10,27.2,22.9,20.6,10,160,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 13:53,FM-15,FEW:02 95,10,28.3,23.5,20.6,14,150,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 14:53,FM-15,CLR:00,10,28.3,23.3,20,11,170,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 15:53,FM-15,FEW:02 90,10,27.8,22.8,19.4,11,170,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 16:46,FM-16,FEW:02 7,10,27,22.7,20,13,170,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 16:53,FM-15,CLR:00,10,26.7,22.4,20,13,170,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 17:53,FM-15,CLR:00,10,26.1,22.4,20.6,10,180,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 18:53,FM-15,FEW:02 32,10,24.4,21.7,20.6,3,110,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 19:53,FM-15,SCT:04 30,10,24.4,21.4,20,3,90,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 20:53,FM-15,FEW:02 27,10,24.4,21.7,20.6,5,110,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 21:53,FM-15,CLR:00,10,23.3,20.7,19.4,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 22:53,FM-15,CLR:00,10,22.2,20.3,19.4,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 23:48,FM-16,BKN:07 23,10,22,19.9,19,0,0,87,66,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 23:53,FM-15,BKN:07 23,10,22.2,19.9,18.9,0,0,87,66,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/22/2015 23:59,SOD,,,,,,,,87,66,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 0:13,FM-16,SCT:04 23,10,22,19.9,19,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 0:53,FM-15,CLR:00,10,20.6,19,18.3,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 1:53,FM-15,CLR:00,10,20.6,19,18.3,3,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 2:53,FM-15,CLR:00,10,20.6,19.4,18.9,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 3:53,FM-15,FEW:02 30,10,20.6,19,18.3,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 4:53,FM-15,SCT:04 26 BKN:07 37 BKN:07 45,10,21.1,19.5,18.9,3,70,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 5:53,FM-15,FEW:02 22 SCT:04 36,10,21.7,19.7,18.9,3,60,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 6:24,FM-16,BKN:07 23 BKN:07 29 OVC:08 47,10,22,19.9,19,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 6:53,FM-15,BKN:07 21 BKN:07 27 OVC:08 55,10,22.2,20.3,19.4,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 7:20,FM-16,FEW:02 21 SCT:04 25 SCT:04 33,10,25,21.6,20,10,160,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 7:53,FM-15,SCT:04 25,8,25.6,21.6,19.4,11,160,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 8:38,FM-16,BKN:07 27,10,26,22.7,21,8,140,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 8:53,FM-15,BKN:07 27,10,26.1,22.4,20.6,9,140,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 9:11,FM-16,SCT:04 25 BKN:07 31,10,26,22.7,21,7,140,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 9:53,FM-15,FEW:02 21 SCT:04 34,10,26.7,22.7,20.6,8,130,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 10:53,FM-15,CLR:00,10,27.2,22.9,20.6,7,150,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 11:53,FM-15,CLR:00,10,27.8,22.6,18.9,7,180,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 12:53,FM-15,CLR:00,10,28.3,23.1,19.4,11,150,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 13:53,FM-15,CLR:00,10,28.3,23.7,21.1,9,160,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 14:53,FM-15,OVC:08 43,10,27.2,22.9,20.6,9,250,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 15:53,FM-15,FEW:02 24 SCT:04 30 BKN:07 50,8,27.2,22.7,20,11,230,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 16:53,FM-15,OVC:08 46,8,26.7,22.4,20,9,230,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 17:51,FM-16,BKN:07 28 OVC:08 44,10,26,22.1,20,5,210,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 17:53,FM-15,BKN:07 26 BKN:07 31 OVC:08 46,10,25.6,21.9,20,3,200,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 18:13,FM-16,SCT:04 26 OVC:08 32,10,25,22.3,21,7,180,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 18:53,FM-15,FEW:02 27 BKN:07 42 OVC:08 70,10,24.4,21.7,20.6,6,270,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 19:53,FM-15,SCT:04 41,10,23.9,21.2,20,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 20:53,FM-15,FEW:02 45,10,22.8,20.8,20,0,0,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 21:53,FM-15,FEW:02 22 BKN:07 50,10,24.4,21.7,20.6,5,170,,,,,,,,,,,,,,,,,,,
EWA KALAELOA AIRPORT HI US,4/23/2015 22:10,FM-16,BKN:07 22 BKN:07 55,10,24,21.2,20,6,160,,,,,,,,,,,,,,,,,,,
